,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
2468,1,1,2,0,1,2500,1840.0,109.0,360.0,1.0,2
2469,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,2
2470,1,0,0,0,0,1853,2840.0,114.0,360.0,1.0,0
2471,1,1,2,0,0,1299,1086.0,17.0,120.0,1.0,2
2472,1,0,0,0,0,4950,0.0,125.0,360.0,1.0,2
2473,1,0,1,1,0,3596,0.0,100.0,240.0,0.83661879,2
2474,0,0,0,0,0,3510,0.0,76.0,360.0,0.0,2
2475,1,1,0,1,0,4887,0.0,133.0,360.0,1.0,0
2476,1,1,0,0,1,2600,3500.0,115.0,334.0,1.0,2
2477,1,1,0,1,0,7660,0.0,104.0,360.0,0.0,2
2478,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,2
2479,1,1,0,1,0,2600,1911.0,116.0,360.0,0.0,1
2480,1,1,2,1,0,3365,1917.0,112.0,360.0,0.0,0
2481,1,1,1,0,1,3717,2925.0,151.0,360.0,0.83661879,1
2482,1,1,0,0,1,9560,0.0,191.0,360.0,1.0,1
2483,1,1,0,0,0,2799,2253.0,122.0,360.0,1.0,1
2484,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,2
2485,1,0,0,1,0,1442,0.0,35.0,360.0,1.0,2
2486,0,0,2,0,1,3750,2083.0,120.0,360.0,1.0,1
2487,1,1,1,0,1,4166,3369.0,201.0,360.0,0.83661879,2
2488,1,0,0,0,0,3167,0.0,74.0,360.0,1.0,2
2489,1,0,1,0,1,4692,0.0,106.0,360.0,1.0,0
2490,1,1,0,0,0,3500,1667.0,114.0,360.0,1.0,1
2491,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,0
2492,1,1,0,0,0,2275,2067.0,141.0,360.0,1.0,2
2493,1,1,0,0,0,1828,1330.0,100.0,334.0,0.0,2
2494,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1
2495,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2
2496,1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1
2497,1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2
2498,1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2
2499,1,1,0,0,0,2400,0.0,75.0,360.0,0.83661879,2
2500,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1
2501,1,1,0,1,1,4695,0.0,96.0,334.0,1.0,2
2502,0,0,0,0,0,3410,0.0,88.0,334.0,1.0,2
2503,1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2
2504,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2
2505,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2
2506,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1
2507,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1
2508,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1
2509,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1
2510,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2
2511,0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2
2512,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1
2513,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1
2514,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0
2515,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2
2516,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2
2517,1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2
2518,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2
2519,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0
2520,1,1,1,0,0,4945,0.0,141.0,360.0,0.0,0
2521,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1
2522,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1
2523,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2
2524,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2
2525,1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2
2526,0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1
2527,1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2
2528,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1
2529,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1
2530,1,1,3,1,0,4755,0.0,95.0,334.0,0.0,1
2531,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1
2532,1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2
2533,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2
2534,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2
2535,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1
2536,1,1,3,1,1,3333,2166.0,130.0,360.0,0.83661879,1
2537,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1
2538,1,1,1,0,1,2395,0.0,141.0,360.0,1.0,1
2539,0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2
2540,1,1,0,0,0,6000,2250.0,265.0,360.0,0.83661879,1
2541,1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2
2542,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1
2543,1,1,2,1,0,3333,2000.0,99.0,360.0,0.83661879,1
2544,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1
2545,1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2
2546,1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1
2547,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1
2548,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1
2549,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2
2550,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1
2551,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1
2552,1,0,0,0,1,6782,0.0,141.0,360.0,0.83661879,2
2553,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1
2554,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1
2555,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1
2556,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1
2557,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2
2558,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1
2559,1,1,0,0,0,13650,0.0,141.0,360.0,1.0,2
2560,1,1,0,0,0,4652,3583.0,141.0,360.0,1.0,1
2561,1,1,0,0,0,3816,754.0,160.0,360.0,1.0,2
2562,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2
2563,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2
2564,1,0,0,1,1,7333,0.0,120.0,360.0,1.0,0
2565,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2
2566,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1
2567,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2
2568,0,1,0,0,1,2929,2333.0,139.0,360.0,1.0,1
2569,1,1,0,1,0,3572,4114.0,152.0,334.0,0.0,0
2570,0,0,1,0,1,7451,0.0,141.0,360.0,1.0,1
2571,1,0,0,0,1,5050,0.0,118.0,360.0,1.0,1
2572,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0
2573,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1
2574,1,1,1,0,0,2214,1398.0,85.0,360.0,0.83661879,2
2575,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0
2576,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2
2577,1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0
2578,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1
2579,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1
2580,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1
2581,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0
2582,0,0,0,0,0,3692,0.0,93.0,360.0,0.83661879,0
2583,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0
2584,1,0,0,0,0,3865,1640.0,141.0,360.0,1.0,0
2585,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2
2586,1,1,0,0,0,6080,2569.0,182.0,360.0,0.83661879,0
2587,1,0,0,0,1,20166,0.0,650.0,480.0,0.83661879,2
2588,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2
2589,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1
2590,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1
2591,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1
2592,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1
2593,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0
2594,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2
2595,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1
2596,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0
2597,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0
2598,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2
2599,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1
2600,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1
2601,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2
2602,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1
2603,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2
2604,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2
2605,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0
2606,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1
2607,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0
2608,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0
2609,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2
2610,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0
2611,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2
2612,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1
2613,1,1,1,0,0,6000,0.0,160.0,360.0,0.83661879,0
2614,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2
2615,1,0,0,0,1,2980,2083.0,120.0,360.0,1.0,0
2616,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1
2617,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1
2618,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2
2619,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1
2620,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0
2621,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2
2622,1,1,0,0,0,3707,3166.0,182.0,334.0,1.0,0
2623,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0
2624,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0
2625,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1
2626,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1
2627,1,1,0,1,1,1820,1769.0,95.0,360.0,1.0,0
2628,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2
2629,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0
2630,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1
2631,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1
2632,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0
2633,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0
2634,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1
2635,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1
2636,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2
2637,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2
2638,1,0,0,0,0,1916,5063.0,67.0,360.0,0.83661879,0
2639,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1
2640,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1
2641,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1
2642,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1
2643,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0
2644,1,1,0,0,0,2383,2138.0,58.0,360.0,0.83661879,0
2645,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0
2646,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0
2647,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0
2648,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1
2649,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2
2650,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1
2651,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0
2652,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1
2653,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0
2654,0,0,0,1,0,1907,2365.0,120.0,334.0,1.0,2
2655,0,1,0,0,0,3416,2816.0,113.0,360.0,0.83661879,1
2656,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2
2657,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1
2658,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1
2659,1,1,3,1,0,3992,0.0,141.0,180.0,1.0,2
2660,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2
2661,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1
2662,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1
2663,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2
2664,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0
2665,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2
2666,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1
2667,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1
2668,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1
2669,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2
2670,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0
2671,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2
2672,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1
2673,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0
2674,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1
2675,1,1,2,0,1,5000,0.0,72.0,360.0,0.0,1
2676,0,1,2,0,0,4283,2383.0,127.0,360.0,0.83661879,1
2677,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2
2678,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1
2679,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1
2680,1,1,0,0,0,7578,1010.0,175.0,334.0,1.0,1
2681,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1
2682,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0
2683,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2
2684,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1
2685,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1
2686,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0
2687,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1
2688,1,1,0,0,1,3716,0.0,42.0,180.0,1.0,0
2689,1,0,0,1,0,3189,2598.0,120.0,334.0,1.0,0
2690,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1
2691,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1
2692,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0
2693,1,1,0,0,1,5746,0.0,255.0,360.0,0.83661879,2
2694,0,0,0,0,1,3463,0.0,122.0,360.0,0.83661879,2
2695,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0
2696,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1
2697,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0
2698,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2
2699,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2
2700,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0
2701,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1
2702,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2
2703,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2
2704,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2
2705,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1
2706,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2
2707,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1
2708,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2
2709,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0
2710,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1
2711,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2
2712,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0
2713,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0
2714,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2
2715,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0
2716,1,1,3,1,0,4931,0.0,128.0,360.0,0.83661879,1
2717,1,1,1,0,0,6083,4250.0,330.0,360.0,0.83661879,2
2718,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1
2719,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1
2720,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0
2721,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1
2722,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0
2723,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1
2724,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2
2725,0,0,0,0,1,3418,0.0,135.0,360.0,1.0,0
2726,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2
2727,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2
2728,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2
2729,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0
2730,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1
2731,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1
2732,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1
2733,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1
2734,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2
2735,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1
2736,0,1,0,1,0,4100,0.0,124.0,360.0,0.83661879,0
2737,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2
2738,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1
2739,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2
2740,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2
2741,1,1,0,0,0,20667,0.0,141.0,360.0,1.0,0
2742,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0
2743,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1
2744,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0
2745,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1
2746,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0
2747,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0
2748,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1
2749,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2
2750,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2
2751,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1
2752,1,1,3,0,1,4416,1250.0,110.0,360.0,1.0,2
2753,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1
2754,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2
2755,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0
2756,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2
2757,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2
2758,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1
2759,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0
2760,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2
2761,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0
2762,1,0,0,1,0,2000,0.0,141.0,360.0,1.0,2
2763,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0
2764,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2
2765,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0
2766,1,1,2,1,0,7667,0.0,185.0,360.0,0.83661879,0
2767,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1
2768,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1
2769,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0
2770,1,1,2,0,1,5746,0.0,144.0,84.0,0.83661879,0
2771,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0
2772,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2
2773,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1
2774,1,1,0,0,0,2058,2134.0,88.0,360.0,0.83661879,2
2775,0,0,1,0,0,3541,0.0,112.0,360.0,0.83661879,1
2776,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0
2777,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1
2778,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1
2779,1,1,2,1,0,3601,1590.0,141.0,360.0,1.0,0
2780,0,0,0,0,0,3166,2985.0,132.0,360.0,0.83661879,0
2781,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0
2782,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0
2783,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0
2784,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1
2785,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2
2786,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2
2787,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2
2788,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1
2789,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2
2790,1,1,0,0,1,63337,0.0,490.0,180.0,1.0,2
2791,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2
2792,1,1,0,0,1,5503,4490.0,70.0,334.0,1.0,1
2793,1,1,1,0,1,5250,688.0,160.0,360.0,1.0,0
2794,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0
2795,0,0,3,1,0,1830,0.0,141.0,360.0,0.0,2
2796,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1
2797,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0
2798,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0
2799,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2
2800,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1
2801,1,1,2,0,1,2583,2330.0,125.0,360.0,1.0,0
2802,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1
2803,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0
2804,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2
2805,1,1,0,0,0,6333,4583.0,259.0,360.0,0.83661879,1
2806,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0
2807,1,1,0,0,0,9083,0.0,228.0,360.0,1.0,1
2808,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0
2809,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0
2810,0,1,0,0,1,5500,0.0,105.0,360.0,0.0,0
2811,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1
2812,0,0,0,0,0,3813,0.0,116.0,180.0,1.0,2
2813,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,0
2814,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2
2815,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2
2816,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1
2817,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1
2818,1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,1
2819,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,2
2820,1,1,0,0,0,3013,3033.0,95.0,300.0,0.83661879,2
2821,1,0,0,0,1,6822,0.0,141.0,360.0,1.0,0
2822,1,0,0,1,0,6216,0.0,133.0,360.0,1.0,0
2823,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1
2824,1,0,0,0,0,5124,0.0,124.0,334.0,0.0,0
2825,1,1,1,0,0,6325,0.0,175.0,360.0,1.0,1
2826,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,0
2827,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1
2828,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1
2829,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0
2830,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2
2831,0,0,0,0,1,2764,1459.0,110.0,360.0,1.0,2
2832,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2
2833,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0
2834,1,1,0,0,0,4310,0.0,130.0,360.0,0.83661879,1
2835,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2
2836,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2
2837,1,1,0,0,1,3333,2500.0,128.0,360.0,1.0,1
2838,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1
2839,0,0,0,0,0,6000,0.0,156.0,360.0,1.0,2
2840,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2
2841,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2
2842,1,0,1,0,1,3667,0.0,113.0,180.0,1.0,2
2843,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1
2844,1,1,0,1,0,3010,3136.0,141.0,360.0,0.0,2
2845,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2
2846,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0
2847,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0
2848,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0
2849,1,1,0,0,0,2583,2115.0,120.0,360.0,0.83661879,2
2850,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1
2851,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,2
2852,1,1,2,0,0,3276,484.0,135.0,360.0,0.83661879,1
2853,0,0,0,0,0,3180,0.0,71.0,360.0,0.0,2
2854,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2
2855,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0
2856,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1
2857,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2
2858,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0
2859,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1
2860,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1
2861,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0
2862,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1
2863,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2
2864,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0
2865,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1
2866,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0
2867,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1
2868,1,1,0,0,1,6256,0.0,160.0,360.0,0.83661879,2
